district,dem_votes,rep_votes,weight,winner,margin,margin_pct
0,201452.0,148890.0,793875.0,Dem,52562.0,15.003054158507972
1,194170.0,134320.0,760765.0,Dem,59850.0,18.21973271636884
2,130178.0,215936.0,781917.0,GOP,-85758.0,-24.777385485707022
3,231027.0,167968.0,859053.0,Dem,63059.0,15.804458702490006
4,150425.0,224173.0,829775.0,GOP,-73748.0,-19.68723805252564
5,97865.0,227309.0,788654.0,GOP,-129444.0,-39.80761069458198
6,231804.0,49460.0,641119.0,Dem,182344.0,64.8301951191763
7,220211.0,63288.0,808195.0,Dem,156923.0,55.352223464633035
8,177187.0,66291.0,768023.0,Dem,110896.0,45.546620228521675
9,163823.0,74455.0,598770.0,Dem,89368.0,37.50577057051008
10,172270.0,172270.0,792637.0,GOP,0.0,0.0
11,111543.0,237254.0,733408.0,GOP,-125711.0,-36.04130769473362
12,157440.0,112322.0,674448.0,Dem,45118.0,16.72511324797414
13,60601.0,186727.0,532474.0,GOP,-126126.0,-50.995439254754814
14,221881.0,146920.0,809827.0,Dem,74961.0,20.325595646432628
15,233503.0,45478.0,887441.0,Dem,188025.0,67.39706288241851
16,73789.0,244323.0,750405.0,GOP,-170534.0,-53.60816316265969
