district,dem_votes,rep_votes,weight,winner,margin,margin_pct
0,161308.0,161334.0,753445.0,GOP,-26.0,-0.008058467279523435
1,259272.0,123935.0,817579.0,Dem,135337.0,35.316943584015945
2,145989.0,180170.0,754817.0,GOP,-34181.0,-10.479857983376206
3,201286.0,147791.0,753091.0,Dem,53495.0,15.324699135147831
4,167756.0,172892.0,752882.0,GOP,-5136.0,-1.5077147084380358
5,94566.0,213247.0,753458.0,GOP,-118681.0,-38.556201330028294
6,252830.0,78909.0,753982.0,Dem,173921.0,52.42705862138609
7,235002.0,53288.0,818386.0,Dem,181714.0,63.03166949946235
8,168103.0,37915.0,758351.0,Dem,130188.0,63.192536574474076
9,186930.0,90721.0,752950.0,Dem,96209.0,34.651054741383966
10,134906.0,185102.0,753200.0,GOP,-50196.0,-15.685857853553662
11,125138.0,225381.0,751640.0,GOP,-100243.0,-28.59844972740422
12,168781.0,168906.0,735176.0,GOP,-125.0,-0.03701652713903704
13,70308.0,227617.0,639347.0,GOP,-157309.0,-52.80154401275489
14,173688.0,173695.0,753011.0,GOP,-7.0,-0.002015066943402527
15,204379.0,42316.0,756136.0,Dem,162063.0,65.69367032165225
16,78927.0,234165.0,753335.0,GOP,-155238.0,-49.58223142079644
