district,dem_votes,rep_votes,weight,winner,margin,margin_pct
0,201452.0,148890.0,793875.0,Dem,52562.0,15.003054158507972
1,194059.0,134275.0,760525.0,Dem,59784.0,18.208287901953497
2,130113.0,169702.0,668782.0,GOP,-39589.0,-13.204476093591047
3,228979.0,167011.0,849720.0,Dem,61968.0,15.648880022222784
4,177362.0,209850.0,863769.0,GOP,-32488.0,-8.390235839798352
5,97865.0,227309.0,788654.0,GOP,-129444.0,-39.80761069458198
6,231804.0,49460.0,641119.0,Dem,182344.0,64.8301951191763
7,220211.0,63288.0,808195.0,Dem,156923.0,55.352223464633035
8,177187.0,66291.0,768023.0,Dem,110896.0,45.546620228521675
9,163823.0,74455.0,598770.0,Dem,89368.0,37.50577057051008
10,172411.0,172412.0,793121.0,GOP,-1.0,-0.0002900038570512988
11,111543.0,237254.0,733408.0,GOP,-125711.0,-36.04130769473362
12,159553.0,159513.0,796916.0,Dem,40.0,0.012536591175493472
13,60601.0,186727.0,532474.0,GOP,-126126.0,-50.995439254754814
14,202502.0,161856.0,794881.0,Dem,40646.0,11.155511886660921
15,225915.0,44768.0,868149.0,Dem,181147.0,66.92219311888815
16,73789.0,244323.0,750405.0,GOP,-170534.0,-53.60816316265969
