district,dem_votes,rep_votes,weight,winner,margin,margin_pct
0,59704.0,210544.0,630655.0,GOP,-150840.0,-55.81539918889317
1,124966.0,223378.0,741673.0,GOP,-98412.0,-28.251383689686055
2,92078.0,245629.0,806290.0,GOP,-153551.0,-45.46870512011892
3,264150.0,119950.0,898672.0,Dem,144200.0,37.542306690965894
4,182681.0,52761.0,816001.0,Dem,129920.0,55.1813185412968
5,198704.0,198698.0,866159.0,Dem,6.0,0.0015098061912119216
6,160609.0,28411.0,565481.0,Dem,132198.0,69.93863083271611
7,192530.0,146452.0,794416.0,Dem,46078.0,13.593052138461628
8,78939.0,176818.0,560317.0,GOP,-97879.0,-38.27031127202775
9,211101.0,148679.0,839179.0,Dem,62422.0,17.350047251097894
10,154306.0,148274.0,645887.0,Dem,6032.0,1.993522374248133
11,102904.0,212391.0,748253.0,GOP,-109487.0,-34.725257298720244
12,212729.0,119972.0,866255.0,Dem,92757.0,27.879988337876956
13,237547.0,177450.0,853672.0,Dem,60097.0,14.481309503442194
14,108765.0,197062.0,732483.0,GOP,-88297.0,-28.87155156346562
15,210700.0,44871.0,569861.0,Dem,165829.0,64.88568734324318
16,236756.0,66044.0,875532.0,Dem,170712.0,56.3778071334214
