unit_id,district
BOONE-:-FLORA 1-(CONG-11),3
BOONE-:-FLORA 1-(CONG-16),4
BUREAU-:-ARISPIE-(CONG-14),5
BUREAU-:-ARISPIE-(CONG-16),6
BUREAU-:-PRINCETON 6-(CONG-14),7
BUREAU-:-PRINCETON 6-(CONG-16),8
BUREAU-:-SELBY 2-(CONG-14),9
BUREAU-:-SELBY 2-(CONG-16),10
CHAMPAIGN-:-HENSLEY-(CONG-13),11
CHAMPAIGN-:-HENSLEY-(CONG-15),12
CHAMPAIGN-:-RANTOUL 4-(CONG-02),13
CHAMPAIGN-:-RANTOUL 4-(CONG-15),14
CHAMPAIGN-:-SOMER-(CONG-13),15
CHAMPAIGN-:-SOMER-(CONG-15),16
CITY OF BLOOMINGTON-:-PRECINCT 10-(CONG-16),7
CITY OF BLOOMINGTON-:-PRECINCT 10-(CONG-17),7
CITY OF BLOOMINGTON-:-PRECINCT 15-(CONG-16),7
CITY OF BLOOMINGTON-:-PRECINCT 15-(CONG-17),7
CITY OF BLOOMINGTON-:-PRECINCT 17-(CONG-16),7
CITY OF BLOOMINGTON-:-PRECINCT 17-(CONG-17),7
CITY OF BLOOMINGTON-:-PRECINCT 2-(CONG-16),7
CITY OF BLOOMINGTON-:-PRECINCT 2-(CONG-17),7
CITY OF BLOOMINGTON-:-PRECINCT 52-(CONG-16),5
CITY OF BLOOMINGTON-:-PRECINCT 52-(CONG-17),5
CITY OF CHICAGO-:-WARD 01 PRECINCT 21-(CONG-05),0
CITY OF CHICAGO-:-WARD 01 PRECINCT 21-(CONG-07),0
CITY OF CHICAGO-:-WARD 02 PRECINCT 23-(CONG-05),0
CITY OF CHICAGO-:-WARD 02 PRECINCT 23-(CONG-07),0
CITY OF CHICAGO-:-WARD 03 PRECINCT 02-(CONG-01),0
CITY OF CHICAGO-:-WARD 03 PRECINCT 02-(CONG-07),0
CITY OF CHICAGO-:-WARD 03 PRECINCT 07-(CONG-01),0
CITY OF CHICAGO-:-WARD 03 PRECINCT 07-(CONG-07),0
CITY OF CHICAGO-:-WARD 03 PRECINCT 19-(CONG-01),0
CITY OF CHICAGO-:-WARD 03 PRECINCT 19-(CONG-07),0
CITY OF CHICAGO-:-WARD 03 PRECINCT 20-(CONG-01),0
CITY OF CHICAGO-:-WARD 03 PRECINCT 20-(CONG-07),0
CITY OF CHICAGO-:-WARD 03 PRECINCT 22-(CONG-01),0
CITY OF CHICAGO-:-WARD 03 PRECINCT 22-(CONG-07),0
CITY OF CHICAGO-:-WARD 04 PRECINCT 01-(CONG-01),0
CITY OF CHICAGO-:-WARD 04 PRECINCT 01-(CONG-02),0
CITY OF CHICAGO-:-WARD 04 PRECINCT 03-(CONG-01),0
CITY OF CHICAGO-:-WARD 04 PRECINCT 03-(CONG-02),0
CITY OF CHICAGO-:-WARD 04 PRECINCT 24-(CONG-01),0
CITY OF CHICAGO-:-WARD 04 PRECINCT 24-(CONG-07),0
CITY OF CHICAGO-:-WARD 05 PRECINCT 01-(CONG-01),0
CITY OF CHICAGO-:-WARD 05 PRECINCT 01-(CONG-02),0
CITY OF CHICAGO-:-WARD 05 PRECINCT 09-(CONG-01),0
CITY OF CHICAGO-:-WARD 05 PRECINCT 09-(CONG-02),0
CITY OF CHICAGO-:-WARD 05 PRECINCT 15-(CONG-01),0
CITY OF CHICAGO-:-WARD 05 PRECINCT 15-(CONG-02),0
CITY OF CHICAGO-:-WARD 07 PRECINCT 02-(CONG-01),0
CITY OF CHICAGO-:-WARD 07 PRECINCT 02-(CONG-02),0
CITY OF CHICAGO-:-WARD 07 PRECINCT 10-(CONG-01),0
CITY OF CHICAGO-:-WARD 07 PRECINCT 10-(CONG-02),0
CITY OF CHICAGO-:-WARD 07 PRECINCT 12-(CONG-01),0
CITY OF CHICAGO-:-WARD 07 PRECINCT 12-(CONG-02),0
CITY OF CHICAGO-:-WARD 07 PRECINCT 13-(CONG-01),0
CITY OF CHICAGO-:-WARD 07 PRECINCT 13-(CONG-02),0
CITY OF CHICAGO-:-WARD 07 PRECINCT 16-(CONG-01),0
CITY OF CHICAGO-:-WARD 07 PRECINCT 16-(CONG-02),0
CITY OF CHICAGO-:-WARD 07 PRECINCT 17-(CONG-01),0
